datetime,Unnamed: 0,sales,week,soldout,name,kcal,event,payday,weather,precipitation,temperature,month,days,period,temperature_diff,temperature_rolling_mean,temperature_pct_change
2014-01-09,30,129,木,1,鶏チリソース,435.0,,0.0,曇,0.0,10.9,1,9,上旬,1.0999999999999996,9.333333333333334,0.11224489795918369
2014-01-10,31,87,金,0,手作りロースカツ,440.0,,1.0,快晴,0.0,5.1,1,10,上旬,-5.800000000000001,8.6,-0.5321100917431193
2014-01-14,32,129,火,1,鶏の照り焼きマスタード,376.0,,0.0,晴れ,0.0,5.8,1,14,中旬,0.7000000000000002,7.266666666666667,0.13725490196078427
2014-01-15,33,134,水,0,さんま辛味焼,450.0,,0.0,曇,0.0,2.9,1,15,中旬,-2.9,4.6,-0.5
2014-01-16,34,107,木,0,カレイ唐揚げ野菜あんかけ,415.0,,0.0,快晴,0.0,7.0,1,16,中旬,4.1,5.2333333333333325,1.4137931034482758
2014-01-17,35,85,金,1,回鍋肉,430.0,ママの会,0.0,快晴,0.0,7.8,1,17,中旬,0.7999999999999998,5.899999999999999,0.11428571428571432
2014-01-20,36,126,月,1,ジューシーメンチカツ,375.0,,0.0,晴れ,0.0,6.5,1,20,中旬,-1.2999999999999998,7.099999999999999,-0.16666666666666663
2014-01-21,37,129,火,1,サバ焼味噌掛け,447.0,,0.0,快晴,0.0,10.4,1,21,下旬,3.9000000000000004,8.233333333333333,0.6000000000000001
2014-01-22,38,126,水,1,手作りひれかつとカレー,426.0,,0.0,快晴,0.0,7.4,1,22,下旬,-3.0,8.099999999999998,-0.28846153846153844
2014-01-23,39,107,木,0,酢豚,400.0,,0.0,快晴,0.0,8.5,1,23,下旬,1.0999999999999996,8.766666666666666,0.14864864864864868
2014-01-24,40,92,金,1,鶏のレモンペッパー焼orカレー,418.0,,0.0,快晴,0.0,10.1,1,24,下旬,1.5999999999999996,8.666666666666666,0.18823529411764706
2014-01-27,41,126,月,1,チンジャオロース,415.0,,0.0,快晴,0.0,5.1,1,27,下旬,-5.0,7.900000000000001,-0.49504950495049505
2014-01-28,42,120,火,0,海老フライタルタル,445.0,,0.0,快晴,0.0,12.6,1,28,下旬,7.5,9.266666666666667,1.4705882352941178
2014-01-29,43,121,水,1,チーズ入りメンチカツ,450.0,,0.0,快晴,0.0,10.3,1,29,下旬,-2.299999999999999,9.333333333333336,-0.18253968253968245
2014-01-30,44,105,木,1,鶏の唐揚げ,448.0,,0.0,曇,0.0,15.3,1,30,下旬,5.0,12.733333333333336,0.4854368932038835
2014-01-31,45,92,金,1,メダイ照り焼,460.0,,0.0,快晴,0.0,14.1,1,31,下旬,-1.200000000000001,13.233333333333336,-0.07843137254901966
2014-02-03,46,139,月,1,ハンバーグカレーソース,445.0,,0.0,晴れ,0.0,15.9,2,3,上旬,1.8000000000000007,15.100000000000003,0.12765957446808507
2014-02-04,47,121,火,1,さわら焼味噌掛け,430.0,,0.0,雨,0.0,3.8,2,4,上旬,-12.100000000000001,11.266666666666671,-0.7610062893081762
2014-02-05,48,126,水,1,鶏のピリ辛焼き,420.0,,0.0,快晴,0.0,3.0,2,5,上旬,-0.7999999999999998,7.56666666666667,-0.21052631578947367
2014-02-06,49,111,木,1,手作りロースカツ,435.0,,0.0,曇,0.0,4.2,2,6,上旬,1.2000000000000002,3.6666666666666696,0.40000000000000013
2014-02-07,50,91,金,1,ホタテクリ―ムシチュー,425.0,,0.0,晴れ,0.0,5.5,2,7,上旬,1.2999999999999998,4.233333333333335,0.30952380952380953
2014-02-10,51,137,月,0,鶏の唐揚げおろしソース,423.0,,1.0,曇,0.0,7.8,2,10,上旬,2.3,5.833333333333336,0.4181818181818182
2014-02-12,52,111,水,0,ますのマスタードソース,415.0,,0.0,曇,0.0,6.3,2,12,中旬,-1.5,6.533333333333336,-0.1923076923076923
2014-02-13,53,84,木,0,回鍋肉,438.0,,0.0,曇,0.0,6.4,2,13,中旬,0.10000000000000053,6.833333333333336,0.01587301587301604
2014-02-14,54,86,金,1,ロース甘味噌焼き,432.0,,0.0,雪,0.5,1.2,2,14,中旬,-5.2,4.6333333333333355,-0.8125
2014-02-17,55,137,月,1,チンジャオロース,416.0,,0.0,晴れ,0.0,11.6,2,17,中旬,10.4,6.400000000000002,8.666666666666666
2014-02-18,56,99,火,0,海老フライとホタテ串カツ,426.0,,0.0,晴れ,0.0,6.8,2,18,中旬,-4.8,6.533333333333336,-0.4137931034482759
2014-02-19,57,113,水,0,ハンバーグ和風きのこソース,405.0,,0.0,薄曇,0.0,7.3,2,19,中旬,0.5,8.56666666666667,0.07352941176470584
2014-02-20,58,85,木,1,タンドリーチキン,426.0,,0.0,薄曇,0.0,5.4,2,20,中旬,-1.8999999999999995,6.500000000000003,-0.26027397260273966
2014-02-21,59,113,金,0,酢豚orカレー,410.0,ママの会,0.0,快晴,0.0,8.5,2,21,下旬,3.0999999999999996,7.066666666666669,0.574074074074074
2014-02-24,60,129,月,1,ポークハヤシ,408.0,,0.0,曇,0.0,6.6,2,24,下旬,-1.9000000000000004,6.833333333333335,-0.22352941176470598
2014-02-25,61,104,火,0,マーボ豆腐,396.0,,0.0,快晴,0.0,10.5,2,25,下旬,3.9000000000000004,8.533333333333333,0.590909090909091
2014-02-26,62,104,水,0,鶏チリソース,384.0,,0.0,晴れ,0.0,11.5,2,26,下旬,1.0,9.533333333333333,0.09523809523809534
2014-02-27,63,90,木,1,白身魚唐揚げ野菜あんかけ,436.0,,0.0,雨,0.0,8.5,2,27,下旬,-3.0,10.166666666666666,-0.26086956521739135
2014-02-28,64,69,金,0,手作りひれかつ,428.0,,0.0,晴れ,0.0,17.7,2,28,下旬,9.2,12.566666666666668,1.0823529411764703
2014-03-03,65,131,月,0,ハンバーグカレーソース,407.0,,0.0,曇,0.0,7.8,3,3,上旬,-9.899999999999999,11.333333333333334,-0.5593220338983051
2014-03-04,66,100,火,1,回鍋肉,413.0,,0.0,晴れ,0.0,8.3,3,4,上旬,0.5000000000000009,11.266666666666666,0.06410256410256432
2014-03-05,67,110,水,1,メンチカツ,393.0,,0.0,雨,1.5,6.1,3,5,上旬,-2.200000000000001,7.3999999999999995,-0.2650602409638555
2014-03-06,68,77,木,0,チキンクリームシチュー,409.0,,0.0,快晴,0.0,6.7,3,6,上旬,0.6000000000000005,7.033333333333332,0.09836065573770503
2014-03-07,69,73,金,1,ボローニャ風カツ,396.0,,0.0,快晴,0.0,7.0,3,7,上旬,0.2999999999999998,6.599999999999999,0.04477611940298498
2014-03-10,70,123,月,0,海老クリーミ―クノーデル,385.0,,1.0,曇,0.0,7.6,3,10,上旬,0.5999999999999996,7.099999999999999,0.08571428571428563
2014-03-11,71,89,火,0,肉じゃが,397.0,,0.0,快晴,0.0,8.7,3,11,中旬,1.0999999999999996,7.766666666666666,0.14473684210526305
2014-03-12,72,68,水,0,ビーフカレー,370.0,,0.0,快晴,0.0,14.8,3,12,中旬,6.100000000000001,10.366666666666665,0.7011494252873565
2014-03-13,73,80,木,1,手作りロースカツ,372.0,,0.0,雨,0.5,15.2,3,13,中旬,0.3999999999999986,12.899999999999999,0.027027027027026973
2014-03-14,74,70,金,1,カレイ野菜あんかけ,360.0,ママの会,0.0,曇,0.0,11.5,3,14,中旬,-3.6999999999999993,13.833333333333334,-0.24342105263157887
2014-03-17,75,129,月,0,鶏の唐揚げおろしソース,382.0,,0.0,快晴,0.0,14.0,3,17,中旬,2.5,13.566666666666668,0.21739130434782616
2014-03-18,76,90,火,1,チーズ入りハンバーグ,400.0,,0.0,晴れ,0.0,18.9,3,18,中旬,4.899999999999999,14.800000000000002,0.34999999999999987
2014-03-19,77,72,水,1,越冬キャベツのメンチカツ,392.0,,0.0,曇,0.0,12.6,3,19,中旬,-6.299999999999999,15.16666666666667,-0.33333333333333326
2014-03-20,78,100,木,1,鶏の親子煮,372.0,キャリアアップ支援セミナー,0.0,雨,0.5,7.5,3,20,中旬,-5.1,13.000000000000002,-0.40476190476190477
2014-03-24,79,102,月,0,マーボ豆腐,350.0,,0.0,快晴,0.0,17.4,3,24,下旬,9.899999999999999,12.500000000000002,1.3199999999999998
2014-03-25,80,77,火,0,手作りひれかつ,407.0,,0.0,快晴,0.0,18.9,3,25,下旬,1.5,14.600000000000001,0.0862068965517242
2014-03-26,81,51,水,0,肉団子クリームシチュー,392.0,,0.0,曇,0.0,18.7,3,26,下旬,-0.1999999999999993,18.333333333333332,-0.010582010582010581
2014-03-27,82,55,木,1,ロース甘味噌焼き,315.0,,0.0,曇,1.5,12.4,3,27,下旬,-6.299999999999999,16.666666666666668,-0.33689839572192504
2014-03-31,84,84,月,0,青椒肉絲,349.0,,0.0,晴れ,0.0,17.5,3,31,下旬,5.1,16.2,0.411290322580645
2014-04-01,85,125,火,1,メンチカツ,377.0,,0.0,薄曇,0.0,16.1,4,1,上旬,-1.3999999999999986,15.333333333333334,-0.07999999999999996
2014-04-02,86,99,水,0,肉じゃが,380.0,,0.0,薄曇,0.0,18.2,4,2,上旬,2.099999999999998,17.26666666666667,0.13043478260869557
2014-04-03,87,100,木,1,酢豚,390.0,,0.0,雨,1.0,14.3,4,3,上旬,-3.8999999999999986,16.200000000000003,-0.2142857142857142
2014-04-04,88,90,金,1,和風ソースハンバーグ,350.0,,0.0,晴れ,0.0,17.8,4,4,上旬,3.5,16.76666666666667,0.2447552447552448
2014-04-07,89,107,月,0,青梗菜牛肉炒め,387.0,,0.0,快晴,0.0,13.8,4,7,上旬,-4.0,15.300000000000002,-0.2247191011235955
2014-04-08,90,96,火,1,肉団子のシチュー,353.0,,0.0,快晴,0.0,20.1,4,8,上旬,6.300000000000001,17.233333333333334,0.4565217391304348
2014-04-09,91,88,水,1,青椒肉絲,376.0,,0.0,晴れ,0.0,19.0,4,9,上旬,-1.1000000000000014,17.633333333333336,-0.054726368159204064
2014-04-10,92,87,木,0,鶏の唐揚げおろしソース,362.0,,1.0,晴れ,0.0,21.3,4,10,上旬,2.3000000000000007,20.133333333333336,0.1210526315789473
2014-04-14,94,92,月,0,ビーフトマト煮,340.0,,0.0,晴れ,0.0,16.4,4,14,中旬,-4.900000000000002,18.900000000000002,-0.2300469483568076
2014-04-15,95,82,火,0,ポーク生姜焼き,370.0,,0.0,快晴,0.0,19.7,4,15,中旬,3.3000000000000007,19.133333333333336,0.2012195121951219
2014-04-16,96,57,水,0,カレイ唐揚げ野菜あんかけ,330.0,,0.0,薄曇,0.0,21.5,4,16,中旬,1.8000000000000007,19.200000000000003,0.09137055837563457
2014-04-17,97,57,木,0,牛丼風煮,333.0,,0.0,快晴,0.0,20.1,4,17,中旬,-1.3999999999999986,20.43333333333334,-0.06511627906976736
2014-04-18,98,56,金,1,鶏の味噌漬け焼き,325.0,ママの会,0.0,曇,0.0,11.4,4,18,中旬,-8.700000000000001,17.66666666666667,-0.4328358208955224
2014-04-21,99,109,月,0,牛肉筍煮,375.0,キャリアアップ支援セミナー,0.0,曇,0.0,16.4,4,21,下旬,4.999999999999998,15.966666666666669,0.43859649122807
2014-04-22,100,78,火,1,マーボ豆腐,382.0,,0.0,曇,0.0,18.8,4,22,下旬,2.400000000000002,15.533333333333333,0.14634146341463428
2014-04-23,101,63,水,0,手作りひれかつ,340.0,,0.0,快晴,0.0,19.4,4,23,下旬,0.5999999999999979,18.2,0.03191489361702127
2014-04-24,102,56,木,1,鶏の照り焼きマヨ,360.0,,0.0,晴れ,0.0,19.9,4,24,下旬,0.5,19.366666666666667,0.025773195876288568
2014-04-28,104,54,月,0,タンドリーチキン,342.0,,0.0,晴れ,0.0,22.7,4,28,下旬,2.8000000000000007,20.666666666666668,0.14070351758793964
2014-04-30,105,97,水,1,豚味噌メンチカツ,368.0,,0.0,雨,0.5,17.5,4,30,下旬,-5.199999999999999,20.033333333333335,-0.2290748898678414
2014-05-01,106,64,木,0,マーボ茄子,415.0,,0.0,晴れ,0.0,24.0,5,1,上旬,6.5,21.399999999999995,0.37142857142857144
2014-05-02,107,47,金,0,鶏の天ぷら,420.0,,0.0,晴れ,0.0,23.3,5,2,上旬,-0.6999999999999993,21.599999999999994,-0.029166666666666674
2014-05-07,108,88,水,1,肉じゃが,415.0,,0.0,晴れ,0.0,18.9,5,7,上旬,-4.400000000000002,22.066666666666663,-0.18884120171673824
2014-05-08,109,59,木,0,メンチカツ,405.0,,0.0,薄曇,0.0,21.0,5,8,上旬,2.1000000000000014,21.066666666666663,0.11111111111111116
2014-05-09,110,58,金,1,手作りチキンカツ,434.0,,1.0,晴れ,0.0,23.4,5,9,上旬,2.3999999999999986,21.099999999999998,0.11428571428571432
2014-05-12,111,73,月,0,きのこソースハンバーグ,400.0,,0.0,薄曇,0.0,22.7,5,12,中旬,-0.6999999999999993,22.366666666666664,-0.02991452991452992
2014-05-13,112,70,火,1,白身魚唐揚げ野菜餡かけ,428.0,,0.0,雨,0.0,18.6,5,13,中旬,-4.099999999999998,21.566666666666663,-0.1806167400881057
2014-05-14,113,64,水,1,メンチカツ,430.0,,0.0,薄曇,0.0,26.0,5,14,中旬,7.399999999999999,22.433333333333326,0.39784946236559127
2014-05-15,114,58,木,1,タンドリーチキン,403.0,,0.0,曇,0.0,19.3,5,15,中旬,-6.699999999999999,21.299999999999994,-0.25769230769230766
2014-05-19,116,70,月,1,豚肉と茄子のピリ辛炒め,406.0,キャリアアップ支援セミナー,0.0,曇,0.0,22.8,5,19,中旬,3.5,22.69999999999999,0.18134715025906734
2014-05-20,117,71,火,0,鶏の味噌漬け焼き,425.0,,0.0,薄曇,0.0,23.9,5,20,中旬,1.0999999999999979,21.99999999999999,0.048245614035087536
2014-05-21,118,104,水,1,チーズハンバーグ,430.0,,0.0,雨,6.0,17.4,5,21,下旬,-6.5,21.36666666666666,-0.2719665271966527
2014-05-22,119,54,木,1,サーモンのムニエル2色ソース,428.0,,0.0,雷電,0.0,19.0,5,22,下旬,1.6000000000000014,20.099999999999994,0.09195402298850586
2014-05-23,120,65,金,0,牛肉コロッケ,400.0,,0.0,薄曇,0.0,19.8,5,23,下旬,0.8000000000000007,18.733333333333327,0.04210526315789487
2014-05-26,121,77,月,1,鶏のカッシュナッツ炒め,430.0,,0.0,薄曇,0.0,23.9,5,26,下旬,4.099999999999998,20.899999999999995,0.20707070707070696
2014-05-27,122,79,火,0,牛肉すき焼き風,423.0,,0.0,曇,0.0,23.7,5,27,下旬,-0.1999999999999993,22.466666666666658,-0.008368200836820106
2014-05-28,123,74,水,1,鶏の唐揚げおろしソース,414.0,,0.0,晴れ,0.0,25.7,5,28,下旬,2.0,24.433333333333326,0.08438818565400852
2014-05-29,124,64,木,1,いか天ぷら,438.0,,0.0,快晴,0.0,26.0,5,29,下旬,0.3000000000000007,25.133333333333326,0.011673151750972721
2014-06-02,126,74,月,0,ハンバーグケッチャップソース,420.0,,0.0,薄曇,0.0,30.6,6,2,上旬,4.600000000000001,27.433333333333323,0.17692307692307696
2014-06-03,127,59,火,0,ゴーヤチャンプルー,418.0,,0.0,薄曇,0.0,27.0,6,3,上旬,-3.6000000000000014,27.866666666666656,-0.11764705882352944
2014-06-04,128,47,水,0,たっぷりベーコンフライ,424.0,,0.0,晴れ,0.0,27.5,6,4,上旬,0.5,28.366666666666656,0.0185185185185186
2014-06-05,129,64,木,1,鶏の味噌漬け焼き,405.0,,0.0,雨,0.0,21.5,6,5,上旬,-6.0,25.333333333333325,-0.21818181818181814
2014-06-06,130,93,金,0,手作りロースカツ,430.0,,0.0,雨,6.5,19.9,6,6,上旬,-1.6000000000000014,22.966666666666658,-0.0744186046511629
2014-06-09,131,74,月,1,牛肉ニンニクの芽炒め,417.0,,0.0,雨,0.0,25.0,6,9,上旬,5.100000000000001,22.133333333333326,0.256281407035176
2014-06-10,132,56,火,0,カレイ唐揚げ野菜餡かけ,426.0,,1.0,曇,0.0,25.5,6,10,上旬,0.5,23.466666666666658,0.020000000000000018
2014-06-11,133,50,水,1,チャプチェ,413.0,,0.0,雨,2.5,22.3,6,11,中旬,-3.1999999999999993,24.266666666666662,-0.12549019607843137
2014-06-12,134,72,木,1,タンドリーチキン,440.0,,0.0,雨,0.5,21.3,6,12,中旬,-1.0,23.033333333333328,-0.04484304932735428
2014-06-16,136,76,月,1,牛すき焼き風,440.0,,0.0,薄曇,0.0,28.1,6,16,中旬,6.800000000000001,23.899999999999995,0.31924882629107976
2014-06-17,137,63,火,0,ポークソテー韓国ソース,427.0,,0.0,薄曇,0.0,27.6,6,17,中旬,-0.5,25.66666666666666,-0.017793594306049876
2014-06-18,138,66,水,1,ビーフストロガノフ,426.0,,0.0,雨,0.0,21.9,6,18,中旬,-5.700000000000003,25.86666666666666,-0.20652173913043492
2014-06-19,139,56,木,0,アジ唐揚げ南蛮ソース,430.0,,0.0,晴れ,0.0,27.5,6,19,中旬,5.600000000000001,25.666666666666657,0.2557077625570776
2014-06-20,140,57,金,0,炊き込みご飯,407.0,,0.0,薄曇,0.0,26.5,6,20,中旬,-1.0,25.299999999999994,-0.036363636363636376
2014-06-23,141,72,月,0,マーボ茄子,421.0,,0.0,曇,0.0,26.9,6,23,下旬,0.3999999999999986,26.966666666666658,0.015094339622641506
2014-06-24,142,61,火,0,鶏のトマトシチュー,430.0,,0.0,曇,0.0,23.7,6,24,下旬,-3.1999999999999993,25.699999999999992,-0.11895910780669139
2014-06-25,143,64,水,1,豚の冷しゃぶ,420.0,,0.0,雨,0.0,25.2,6,25,下旬,1.5,25.266666666666662,0.06329113924050622
2014-06-26,144,49,木,0,キスと野菜の天ぷら,414.0,,0.0,曇,0.0,25.2,6,26,下旬,0.0,24.7,0.0
2014-06-30,146,65,月,0,鶏の塩から揚げ,435.0,,0.0,薄曇,0.0,25.5,6,30,下旬,0.3000000000000007,25.299999999999997,0.011904761904761862
2014-07-01,147,54,火,0,カレイ唐揚げ夏野菜あん,362.0,,0.0,曇,0.0,28.3,7,1,上旬,2.8000000000000007,26.33333333333333,0.1098039215686275
2014-07-02,148,50,水,1,タンドリーチキン,363.0,,0.0,快晴,0.0,28.8,7,2,上旬,0.5,27.533333333333328,0.0176678445229681
2014-07-03,149,53,木,0,白身魚ムニエル,412.0,,0.0,薄曇,0.0,27.0,7,3,上旬,-1.8000000000000007,28.033333333333328,-0.0625
2014-07-04,150,63,金,0,手作りトンカツ,432.0,,0.0,雨,0.5,22.1,7,4,上旬,-4.899999999999999,25.966666666666665,-0.18148148148148147
2014-07-07,151,82,月,1,和風ハンバーグ,354.0,,0.0,雨,0.5,24.0,7,7,上旬,1.8999999999999986,24.366666666666664,0.08597285067873295
2014-07-08,152,56,火,0,かじきの甘辛煮,370.0,,0.0,晴れ,0.0,29.7,7,8,上旬,5.699999999999999,25.266666666666666,0.23750000000000004
2014-07-09,153,54,水,1,チキンのコーンクリーム焼き,388.0,,0.0,雨,0.0,24.6,7,9,上旬,-5.099999999999998,26.100000000000005,-0.1717171717171716
2014-07-10,154,48,木,0,プルコギ,386.0,,1.0,曇,0.0,28.8,7,10,上旬,4.199999999999999,27.700000000000003,0.1707317073170731
2014-07-14,156,65,月,1,鶏のから揚げねぎ塩炒めソース,418.0,,0.0,薄曇,0.0,30.9,7,14,中旬,2.099999999999998,28.099999999999998,0.07291666666666652
2014-07-15,157,51,火,0,豚冷シャブ野菜添え,324.0,,0.0,晴れ,0.0,30.3,7,15,中旬,-0.5999999999999979,30.0,-0.01941747572815522
2014-07-16,158,53,水,1,白身魚フライ,434.0,,0.0,晴れ,0.0,30.9,7,16,中旬,0.5999999999999979,30.700000000000003,0.01980198019801982
2014-07-17,159,53,木,1,豚すき焼き,418.0,ママの会,0.0,晴れ,0.0,30.1,7,17,中旬,-0.7999999999999972,30.433333333333337,-0.025889967637540368
2014-07-18,160,55,金,1,エビフライ,401.0,,0.0,曇,0.0,25.6,7,18,中旬,-4.5,28.86666666666667,-0.1495016611295681
2014-07-22,161,53,火,0,チンジャオロース,409.0,,0.0,晴れ,0.0,30.2,7,22,下旬,4.599999999999998,28.633333333333336,0.1796875
2014-07-23,162,56,水,1,八宝菜,355.0,,0.0,薄曇,0.0,32.0,7,23,下旬,1.8000000000000007,29.26666666666667,0.0596026490066226
2014-07-24,163,62,木,1,ジャンボチキンカツ,410.0,,0.0,曇,0.0,32.5,7,24,下旬,0.5,31.566666666666674,0.015625
2014-07-28,165,65,月,1,豚肉のマスタード焼き,432.0,,0.0,晴れ,0.0,28.9,7,28,下旬,-3.6000000000000014,31.13333333333334,-0.11076923076923084
2014-07-29,166,52,火,0,バーベキューチキン,449.0,,0.0,晴れ,0.0,30.4,7,29,下旬,1.5,30.600000000000005,0.05190311418685112
2014-07-30,167,58,水,0,メンチカツ,441.0,,0.0,晴れ,0.0,30.6,7,30,下旬,0.20000000000000284,29.96666666666667,0.00657894736842124
2014-07-31,168,60,木,0,鶏のから揚げスイートチリソース,386.0,,0.0,晴れ,0.0,32.5,7,31,下旬,1.8999999999999986,31.166666666666668,0.06209150326797386
2014-08-01,169,38,金,0,豚肉の生姜焼き,380.0,,0.0,薄曇,0.0,32.7,8,1,上旬,0.20000000000000284,31.933333333333337,0.006153846153846176
2014-08-04,170,75,月,1,ハンバーグ（デミきのこバター）,410.0,,0.0,曇,0.0,32.7,8,4,上旬,0.0,32.63333333333333,0.0
2014-08-05,171,54,火,1,鶏肉のカレー唐揚,400.0,,0.0,快晴,0.0,34.3,8,5,上旬,1.5999999999999943,33.23333333333333,0.048929663608562546
2014-08-06,172,58,水,1,豚キムチ炒め,410.0,,0.0,快晴,0.0,34.6,8,6,上旬,0.30000000000000426,33.86666666666666,0.008746355685131268
2014-08-07,173,63,木,0,チキン香草焼きマスタードソース,415.0,,0.0,晴れ,0.0,32.1,8,7,上旬,-2.5,33.666666666666664,-0.0722543352601156
2014-08-11,175,45,月,0,サーモンフライ・タルタル,411.0,,0.0,晴れ,0.0,32.4,8,11,中旬,0.29999999999999716,33.033333333333324,0.009345794392523255
2014-08-12,176,40,火,1,厚切ハムカツ,400.0,,0.0,雨,0.0,29.4,8,12,中旬,-3.0,31.299999999999994,-0.09259259259259256
2014-08-18,177,56,月,0,洋食屋さんのメンチカツ,396.0,,0.0,曇,0.0,32.2,8,18,中旬,2.8000000000000043,31.333333333333325,0.09523809523809534
2014-08-19,178,53,火,1,牛スキヤキ,385.0,,0.0,晴れ,0.0,33.3,8,19,中旬,1.0999999999999943,31.633333333333326,0.03416149068322971
2014-08-20,179,56,水,0,豚ロースのピザ風チーズ焼き,423.0,ママの会,0.0,快晴,0.0,33.3,8,20,中旬,0.0,32.93333333333333,0.0
2014-08-21,180,54,木,0,チキン南蛮,405.0,キャリアアップ支援セミナー,0.0,薄曇,0.0,33.0,8,21,下旬,-0.29999999999999716,33.199999999999996,-0.009009009009008917
2014-08-25,182,55,月,0,白身魚の南部焼き,412.0,,0.0,曇,0.0,26.0,8,25,下旬,-7.0,30.766666666666662,-0.21212121212121215
2014-08-26,183,68,火,0,キーマカレー,400.0,,0.0,雨,0.0,26.2,8,26,下旬,0.1999999999999993,28.399999999999995,0.007692307692307665
2014-08-27,184,62,水,0,カレイの唐揚げ,410.0,,0.0,曇,0.0,21.0,8,27,下旬,-5.199999999999999,24.399999999999995,-0.1984732824427481
2014-08-28,185,56,木,0,豚肉の胡麻シャブ,396.0,,0.0,雨,0.0,21.6,8,28,下旬,0.6000000000000014,22.933333333333326,0.028571428571428692
2014-08-29,186,39,金,0,チキンの辛味噌焼き,398.0,,0.0,曇,0.0,25.1,8,29,下旬,3.5,22.56666666666666,0.16203703703703698
2014-09-01,187,65,月,1,ビーフシチュー,380.0,,0.0,曇,0.0,23.4,9,1,上旬,-1.7000000000000028,23.366666666666656,-0.06772908366533881
2014-09-02,188,68,火,1,名古屋味噌カツ,440.0,,0.0,晴れ,0.0,29.1,9,2,上旬,5.700000000000003,25.866666666666656,0.24358974358974383
2014-09-03,189,53,水,0,親子煮,408.0,,0.0,曇,0.0,26.7,9,3,上旬,-2.400000000000002,26.399999999999988,-0.08247422680412375
2014-09-04,190,54,木,1,チキンステーキ・きのこソース,405.0,,0.0,曇,0.0,26.5,9,4,上旬,-0.1999999999999993,27.43333333333332,-0.0074906367041198685
2014-09-05,191,43,金,0,メンチカツ,380.0,,0.0,晴れ,0.0,30.2,9,5,上旬,3.6999999999999993,27.799999999999983,0.13962264150943393
2014-09-08,192,68,月,1,鶏肉の山賊焼き,385.0,,0.0,曇,0.0,23.1,9,8,上旬,-7.099999999999998,26.59999999999998,-0.23509933774834435
2014-09-09,193,63,火,0,ハンバーグデミソース,460.0,,0.0,晴れ,0.0,26.8,9,9,上旬,3.6999999999999993,26.699999999999978,0.1601731601731602
2014-09-10,194,54,水,0,ぶりレモンペッパー焼き,450.0,,1.0,曇,0.0,25.0,9,10,上旬,-1.8000000000000007,24.966666666666644,-0.06716417910447758
2014-09-11,195,53,木,0,手作りチキンカツ,385.0,,0.0,曇,0.0,21.9,9,11,中旬,-3.1000000000000014,24.566666666666645,-0.12400000000000011
2014-09-16,197,56,火,0,チーズメンチカツ,438.0,,0.0,晴れ,0.0,28.8,9,16,中旬,6.900000000000002,25.23333333333331,0.3150684931506851
2014-09-17,198,49,水,0,チキンフリカッセ,430.0,ママの会,0.0,曇,0.0,25.0,9,17,中旬,-3.8000000000000007,25.23333333333331,-0.13194444444444442
2014-09-18,199,46,木,0,カレイ唐揚げ 甘酢あん,395.0,,0.0,曇,0.0,24.1,9,18,中旬,-0.8999999999999986,25.96666666666664,-0.03599999999999992
2014-09-19,200,45,金,0,厚切イカフライ,400.0,,0.0,薄曇,0.0,23.6,9,19,中旬,-0.5,24.233333333333306,-0.020746887966805017
2014-09-22,201,29,月,0,筑前煮,395.0,,0.0,晴れ,0.0,25.2,9,22,下旬,1.5999999999999979,24.299999999999972,0.06779661016949134
2014-09-24,202,59,水,1,白身魚のマスタード焼き,408.0,,0.0,曇,0.0,24.8,9,24,下旬,-0.3999999999999986,24.533333333333303,-0.015873015873015817
2014-09-25,203,50,木,0,牛カルビ焼き肉,394.0,,0.0,曇,0.0,25.4,9,25,下旬,0.5999999999999979,25.133333333333308,0.024193548387096753
2014-09-29,205,56,月,1,豚肉と玉子の炒め,404.0,,0.0,快晴,0.0,26.6,9,29,下旬,1.2000000000000028,25.59999999999997,0.047244094488189115
2014-09-30,206,40,火,0,鶏肉とカシューナッツ炒め,398.0,,0.0,快晴,0.0,28.1,9,30,下旬,1.5,26.699999999999974,0.0563909774436091
